toll_plaza_id,Stretch,Tollable Length,Fee Effective Date,Due Date of Toll Revision,Concessions,Rest Areas,Truck Lay byes,Static Weigh Bridge,Announcement,Helpline No.,Emergency Services,Nearest Police Station,Highway Administrator (Project Director),Project Implementation Unit(PIU),Regional Office(RO),Representative of Consultant,Representative of Concessionaire,Nearest Hospital(s),Date of fee notification,Commercial Operation Date,Fee Rule,Capital Cost of Project (in Rs. Cr.),Cumulative Toll Revenue (in Rs. Cr.),Concessions Period,Design Capacity (PCU),Traffic (PCU/day),Target Traffic (PCU/day),Name of Concessionaire / OMT Contractor,Name / Contact Details of Incharge,Car/Jeep/Van_Single Journey,Car/Jeep/Van_Return Journey,Car/Jeep/Van_Monthly Pass,Car/Jeep/Van_Commercial Vehicle Registered within the district of plaza,LCV_Single Journey,LCV_Return Journey,LCV_Monthly Pass,LCV_Commercial Vehicle Registered within the district of plaza,Bus/Truck_Single Journey,Bus/Truck_Return Journey,Bus/Truck_Monthly Pass,Bus/Truck_Commercial Vehicle Registered within the district of plaza,Upto 3 Axle Vehicle_Single Journey,Upto 3 Axle Vehicle_Return Journey,Upto 3 Axle Vehicle_Monthly Pass,Upto 3 Axle Vehicle_Commercial Vehicle Registered within the district of plaza,4 to 6 Axle_Single Journey,4 to 6 Axle_Return Journey,4 to 6 Axle_Monthly Pass,4 to 6 Axle_Commercial Vehicle Registered within the district of plaza,HCM/EME_Single Journey,HCM/EME_Return Journey,HCM/EME_Monthly Pass,HCM/EME_Commercial Vehicle Registered within the district of plaza,7 or more Axle_Single Journey,7 or more Axle_Return Journey,7 or more Axle_Monthly Pass,7 or more Axle_Commercial Vehicle Registered within the district of plaza
110,Bharatpur - Mahua ((Km 62.295 to Km 119.600),18.652 Km(s),01-Jul-2024,30-Jun-2025,,Rest area is not available in this plaza stretch,Truck lay bye is not available in this plaza stretch,SWB is not available in this plaza,,"Crane-9694098876, Ambulance -9694098862, Route Patrol-9694098876",9694098851,Sewar Police Station / 05644-260280,Sh. Balbir Singh Yadav / 8130006151,PIU Dausa,RO Jaipur,Sh.  Rajeev  Kumar Sinha,Sh.  Andrew Lewis. / 9887294443,"1)R.B.M Hospital, Bharatpur -05644-232395, 222451, 223633, 2)Bharatpur Charbag Near Bijli ghar Bharatpur , Rajasthan , 05644-223660 3) Jindal Hospital, Mathura bye pass ranjeet nagar ,Bharatpur Rajisthan ph.:09929711555",06-Feb-2009 (Sr No. - 413(E)),08-May-2009,1997,250.00,334.27 (For Entire Project Stretch) As on :31-Dec-2016,10.04.2006-09.04.2031,90,33449 As on : 31-Jan-2017,NA As on : 31-Dec-2016,M/s Madhucon Agra Jaipur Expressways Ltd,Sh.  Anoop Singh Chauhan / 8130007147,25.00,NA,NA,10.00,45.00,NA,NA,20.00,90.00,NA,NA,45.00,150.00,NA,NA,70.00,150.00,NA,NA,70.00,150.00,NA,NA,70.00,150.00,NA,NA,70.00
138,Pindwara - Jaswantgarh,72.300 Km(s),03-Jun-2024,31-Mar-2025, ,0,0,2 nos.,Toll rates due for revision w.e.f : 31 Mar 2025,"Crane-7726828210, Ambulance -8003884111, Route Patrol-8003554888",9,Pindwara / 02971-282100,Sh. Harish Chandra / 8130006147,PIU Udaipur,RO Jaipur,Sh.  B.P. Vijay,Sh.Dilip Bhai Solanki / 8200060330,"1)Mahavir Hospital Forest Colony Pindwara, Rajasthan Ph.:02971 281 889",21-Jul-2011 (Sr No. - 819(E)),09-May-2009,2008,49.31,36.13 (For Entire Project Stretch) As on :31-Dec-2016,1 year,35000,8609 As on : 16-Mar-2016,6120 As on : 30-Nov-2015,Ms Om Enterprise,Sh.Harubha Chavda / 8130007056,120.00,180.00,3975.00,60.00,195.00,290.00,6420.00,95.00,405.00,605.00,13455.00,200.00,440.00,660.00,14680.00,220.00,635.00,950.00,21100.00,315.00,635.00,950.00,21100.00,315.00,770.00,1155.00,25685.00,385.00
6799,6lane access  controlled Greenfield highway from Sangariya (near Chautala) to Rasisar (near Bikaner) section of NH754K (New 754A) as a part of AmritsarJamnagar Economic Corridor in the State of Raj,24.43 Km(s),03-Jun-2024,31-Mar-2025,Toll rates due for revision w.e.f : 31 Mar 2025,NA,NA,2 Nos.,Toll rates due for revision w.e.f : 31 Mar 2025,"Crane-1033, Ambulance -1033, Route Patrol-1033",1033,Lunkaransar / 01528 272 038,Sh. Anil Kumar / 8130006155,PIU Hanumangarh,RO Jaipur,Mr. Bapi Paul,Mr. Nishnat Tyagi / 8700125604,Lunkaransar,14-Nov-2022 (Sr No. - 5308(E)),04-Sep-2023,NA,515.45,10.61 (For Entire Project Stretch) As on :30-May-2024,NA,NA,107076 As on : 25-Jul-2024,NA As on : 25-Jul-2024,Ms. Rajshyama Construction Pvt. Ltd.,Mr. Sandeep / 8130007122,35.00,55.00,1230.00,NA,60.00,90.00,1985.00,NA,125.00,185.00,4160.00,NA,135.00,205.00,4535.00,NA,195.00,295.00,6520.00,NA,195.00,295.00,6520.00,NA,240.00,355.00,7940.00,NA
6808,Four Laning of Dangiawas (km 96.595 of NH112) to Jajiwal (km 283.500 of NH 65 Nagaur Road) section PackageI (Design length 74.619 km) of Jodhpur Ring Road Section of NH125A in the State of Rajasth,62.370 Km(s),03-Jun-2024,31-Mar-2025,Toll rates due for revision w.e.f : 31 Mar 2025,1 Nos.,02 Nos,2 Nos.,Toll rates due for revision w.e.f : 31 Mar 2025,"Crane-9631818873, Ambulance -9460471572, Route Patrol-9950731075",1033,Karwar Police Thana / 9414298100,Sh. G.P.S. Chouhan / 8130006148,PIU Jodhpur,RO Jaipur,Sh. Sudhir Lal Mathur,Sh.Karni Dan Charan / 9057512495,Jodhpur,26-Jul-2024 (Sr No. - S.O. 3042 (E)),03-Aug-2024,NA,1308.78,NA (For Entire Project Stretch) As on :03-Aug-2024,NA,12427,NA As on : 03-Aug-2024,NA As on : 03-Aug-2024,Noor Mohammad,Sonu Kumar / 8210989335,55.00,80.00,1750.00,25.00,85.00,125.00,2825.00,40.00,180.00,265.00,5925.00,90.00,195.00,290.00,6485.00,95.00,280.00,420.00,9290.00,140.00,280.00,420.00,9290.00,140.00,340.00,510.00,11310.00,170.00
4620,Kota (Km 256550) to Darah (Km. 290880) of NH52 (Old NH12),37.435 Km. Km(s),03-Jun-2024,31-Mar-2025,Toll rates due for revision w.e.f : 31 Mar 2025,Yes 1 Nos,Yes 1 Nos,Yes 2 Nos,Toll rates due for revision w.e.f : 31 Mar 2025,"Crane-9950358312, Ambulance -7568017665, Route Patrol-9602552093",6377795263,MandaNA Police ThaNA / 7442812633,Sh.Sandeep Agarwal / 8130006149,PIU Kota,RO Jaipur,Mr. R.N. Jha,Ms Riddhi Siddhi Associates / 8003443444,CHC MandaNA,25-Sep-2019 (Sr No. - 3433(E)),29-Nov-2019,NA,618.54,NA (For Entire Project Stretch) As on :29-Nov-2019,NA,NA,25055 As on : 29-Nov-2019,NA As on : 29-Nov-2019,Ms Riddhi Siddhi Associates,Mr. Subodh Pawrya / 8130007077,60.00,90.00,2030.00,30.00,100.00,145.00,3280.00,50.00,205.00,310.00,6870.00,105.00,225.00,335.00,7490.00,110.00,325.00,485.00,10770.00,160.00,325.00,485.00,10770.00,160.00,395.00,590.00,13110.00,195.00
457,Gomti Churaha - Udaipur,Km 34.310 Km(s),03-Jun-2024,31-Mar-2025,"Monthly pass applicable for local non-commercial vehicles: Rs.340/- at Radius of  20 Km.The Concessionaire shall issue  50 or more one way tickets at a discounted rate equivalent to 2/3rd of the fee payable during the period of one month form the date of payment of fee. The amount indicated is for monthly pass for 50 one way trips. However, if any person asks more than 50 trips during a period of one month,the Concessionaire shall be required to issue such tickets at a discounted rate as above.",2,1,2,Toll rates due for revision w.e.f : 31 Mar 2025,"Crane-7300051513, Ambulance -7300051503, Route Patrol-7300051504",18001201155,KELWA / 2952274800,Sh. Harish Chandra / 8130006147,PIU Udaipur,RO Jaipur,Sh. Ranjeet Sxsena,Sh. Arvind Singh / 7230867777,GOVT. HOSPITAL KELWA,18-Sep-2014 (Sr No. - S.O.2443(E)),04-Nov-2015,2008 as amended,NA,17.43 (For Entire Project Stretch) As on :31-Dec-2016,18.04.2013-17.04.2040,NA,16845 As on : 28-Apr-2017,NA As on : 31-Dec-2016,M/s Shreenathji-Udaipur Tollway Pvt Ltd,NA / 8130007153,50.00,75.00,1675.00,25.00,80.00,120.00,2710.00,40.00,170.00,255.00,5675.00,85.00,185.00,280.00,6195.00,95,265.00,400.00,8905.00,135.00,265.00,400.00,8905.00,135.00,325.00,490.00,10840.00,165.00
6851,80Km,13.895 Km(s),31-Dec-2024,31-Mar-2025,Toll rates due for revision w.e.f : 31 Mar 2025,02 Nos.,0,02 Nos,Toll rates due for revision w.e.f : 31 Mar 2025,"Crane-1033, Ambulance -1033, Route Patrol-1033",1033,budadeesh police station / 9460193610,Mr. Sandeep Agrawal / 8130006149,PIU Jaipur,RO Jaipur,Mr. Rajeev ji,Mr. Santosh Singh / 7525026243,budadeesh,11-Nov-2024 (Sr No. - 4491),31-Dec-2024,NA,6335.52,0.02 (For Entire Project Stretch) As on :15-Jan-2025,NA,NA,2046 As on : 15-Jan-2025,NA As on : 15-Jan-2025,Ms Shiwalay Infra Projects Pvt. Ltd.,Ravi Chauhan / 7617483521,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,Gurgaon - Kotputli - Jaipur,57.500 Km(s),18-Dec-2024,31-Mar-2025,Toll rates due for revision w.e.f : 31 Mar 2025,NA,NA,NA,Toll rates due for revision w.e.f : 31 Mar 2025,"Crane-1033, Ambulance -1033, Route Patrol-1033",1033,Manoharpur / 01422-241200,Sh.Ajay Kumar Arya / 8130006146,PIU Jaipur,RO Jaipur,,NA / 0,1) Shahpura Hospital And Research CentreShahpura NH8  Shahpura Link Rd Shahpura Rajasthan Ph.01422 222 147 (2) Govt. HOSPITAL Purani Sada Manoharpur,23-Mar-2009 (Sr No. - SO NO. 815(E)),30-Mar-1998,1997,3678.00,2443.99 (For Entire Project Stretch) As on :31-Dec-2016,03.04.2009-02.04.2021,90000,64980 As on : 19-Aug-2016,79835 As on : 01-Jan-2017,M/s Patel Infrastructure Ltd.,Mr. Om Prakash / 8130007109,90.00,130.00,2935.00,45.00,140.00,215.00,4740.00,70.00,300.00,445.00,9930.00,150.00,325.00,485.00,10830.00,160.00,465.00,700.00,15570.00,235.00,465.00,700.00,15570.00,235.00,570.00,855.00,18955.00,285.00
6712,Amritsar Jamnagar Economic Corridor,22.155 KM Km(s),03-Jun-2024,31-Mar-2025,Toll rates due for revision w.e.f : 31 Mar 2025,,,,Toll rates due for revision w.e.f : 31 Mar 2025,"Crane-1033, Ambulance -1033, Route Patrol-1033",1033,/,Sh.Gajendra Singh Chouhan / 8130006148,PIU Jodhpur,RO Jaipur,Ms SA Infra,Vikash Saxena / 9024053980,,14-Nov-2022 (Sr No. - 5308(A)),04-Sep-2023,NA,NA,NA (For Entire Project Stretch) As on :04-Sep-2023,NA,NA,NA As on : 04-Sep-2023,NA As on : 04-Sep-2023,Ms VRC.VCL.S.P.JV,Atendra Singh / 8058919560,35.00,50.00,1130.00,NA,55.00,80.00,1830.00,NA,115.00,170.00,3835.00,NA,125.00,190.00,4180.00,NA,180.00,270.00,6010.00,NA,180.00,270.00,6010.00,NA,220.00,330.00,7315.00,NA
446,Jhalawar-Rajasthan/M.P.Border (Km 346.540 to Km Km 408.700),Km 59.290 Km(s),03-Jun-2024,31-Mar-2025,"Monthly pass applicable for locale non-commercial vehicles :Rs.340/-(with in 20 km).The Concessionaire shall issue  50 or more one way tickets at a discounted rate equivalent to 2/3rd of the fee payable during the period of one month form the date of payment of fee. The amount indicated is for monthly pass for 50 one way trips. However, if any person asks more than 50 trips during a period of one month,the Concessionaire shall be required to issue such tickets at a discounted rate as above.",0,1 Nos.,0,Toll rates due for revision w.e.f : 31 Mar 2025,"Crane-8094280601, Ambulance -8955189426, Route Patrol-9929105081",1033,"Aklera, Dist- Jhalawar / 9530417008",Sh.Sandeep Agarwal / 8130006149,PIU Kota,RO Jaipur,Sh.  J. S. Chaudhary,Ms Ram Niwas   Company / 9413389254,"Community Helth Centre, Aklera (Jhalawar) Mob- 9413809438",14-Sep-2015 (Sr No. - S.O.2484(E)),30-Oct-2015,2008 as amended,240.00,5.21 (For Entire Project Stretch) As on :31-Dec-2016,29.02.2016-01.03.2017,17250,7383 As on : 23-Mar-2017,12223 As on : 02-Aug-2020,Ms Ram Niwas   Company,Mr. Narendra Meena / 8130007038,60.00,90.00,1955.00,30.00,95.00,140.00,3155.00,45.00,200.00,295.00,6610.00,100.00,215.00,325.00,7210.00,110.00,310.00,465.00,10365.00,155.00,310.00,465.00,10365.00,155.00,380.00,570.00,12615.00,190.00
6716,Amritsar Jamnagar Economic Corridor,25 km Km(s),03-Jun-2024,31-Mar-2025,Toll rates due for revision w.e.f : 31 Mar 2025,,,,Toll rates due for revision w.e.f : 31 Mar 2025,"Crane-1033, Ambulance -1033, Route Patrol-1033",1033,/,Sh.Gajendra Singh Chouhan / 8130006148,PIU Jodhpur,RO Jaipur,Ms Chaitaniya Consutancy,Dhanjay / 9652931970,,14-Nov-2023 (Sr No. - 5308(A)),04-Sep-2023,NA,NA,NA (For Entire Project Stretch) As on :04-Sep-2023,NA,NA,NA As on : 04-Sep-2023,NA As on : 04-Sep-2023,Ms laxmi Infra,Sanjay Bhai Mardiya / 8130007135,60.00,90.00,2050.00,NA,100.00,150.00,3315.00,NA,210.00,310.00,6940.00,NA,225.00,340.00,7570.00,NA,325.00,490.00,10885.00,NA,325.00,490.00,10885.00,NA,400.00,595.00,13250.00,NA
4492,Jodhpur to Pokaran,11.273 Km(s),03-Jun-2024,31-Mar-2025,The rate of monthly pass for a person who owns a mechanical vehicle registered for non-commercial purposes and resides within a distance of twenty kilometers from the fee plaza is Rs 340  (Rupees Two Hundred Sixty Five only) for the year 2024.25.,,,,Toll rates due for revision w.e.f : 31 Mar 2025,"Crane-1033, Ambulance -8078653435, Route Patrol-8000019268",1033,/,Sh. Gajendra Pal Singh Chauhan / 8130006148,PIU Jodhpur,RO Jaipur,,/,,25-Aug-2017 (Sr No. - S.O. 2786(E)),01-Sep-2017,2008 amended,NA,NA (For Entire Project Stretch) As on :01-Sep-2017,NA,NA,NA As on : 01-Sep-2017,NA As on : 01-Sep-2017,Noor Mohammad,NA / 8130007055,70.00,110.00,2390.00,35.00,115.00,175.00,3865.00,60.00,245.00,365.00,8095.00,120.00,265.00,395.00,8830.00,130.00,380.00,570.00,12690.00,190.00,380.00,570.00,12690.00,190.00,465.00,695.00,15450.00,230.00
4491,Jodhpur To Pokaran,101.044 Km(s),03-Jun-2024,31-Mar-2025,Toll rates due for revision w.e.f : 31 Mar 2025,,,,Toll rates due for revision w.e.f : 31 Mar 2025,"Crane-9799727545, Ambulance -9783599407, Route Patrol-9636466836",1033,/,Sh. Gajendra Pal Singh Chauhan / 8130006148,PIU Jodhpur,RO Jaipur,,/,,25-Aug-2017 (Sr No. - S.O. 2786(E)),01-Sep-2017,2008 amended,NA,NA (For Entire Project Stretch) As on :01-Sep-2017,NA,NA,NA As on : 01-Sep-2017,NA As on : 01-Sep-2017,Ms R K Jain Infra project Pvt. Ltd.,NA / 8130007054,70.00,105.00,2360.00,35.00,115.00,170.00,3815.00,55.00,240.00,360.00,7995.00,120.00,260.00,390.00,8720.00,130.00,375.00,565.00,12535.00,190.00,375.00,565.00,12535.00,190.00,460.00,685.00,15260.00,230.00
1479,Rajsamand  Bhilwara,38.850 Km(s),03-Jun-2024,31-Mar-2025,"Monthly pass applicable for locale non-commercial vehicles :Rs.330/-(with in 20 km).The Concessionaire shall issue  50 or more one way tickets at a discounted rate equivalent to 2/3rd of the fee payable during the period of one month form the date of payment of fee. The amount indicated is for monthly pass for 50 one way trips. However, if any person asks more than 50 trips during a period of one month,the Concessionaire shall be required to issue such tickets at a discounted rate as above.",,,,Toll rates due for revision w.e.f : 31 Mar 2025,"Crane-, Ambulance -, Route Patrol-",1033,/,Sh. Harish Chandra / 8130006147,PIU Chittorgarh,RO Jaipur,,/,,01-Apr-2016 (Sr No. - S.O. 1283(E)),01-Jan-2017,2008 as amended,NA,NA (For Entire Project Stretch) As on :01-Jan-2017,NA,NA,NA As on : 01-Jan-2017,NA As on : 01-Jan-2017,Ms Bhilwara Rajsamand Tollway Pvt. Ltd.,Vipin / 8130007162,65.00,100.00,2175.00,35.00,105.00,160.00,3515.00,55.00,220.00,330.00,7365.00,110.00,240.00,360.00,8035.00,120,345.00,520.00,11550.00,175.00,345.00,520.00,11550.00,175.00,420.00,635.00,14060.00,210.00
137,Udaipur  Chittorgarh (Km 214 to Km 308),Km 93.371 Km(s),03-Jun-2024,31-Mar-2025, ,2,2,2,Toll rates due for revision w.e.f : 31 Mar 2025,"Crane-9929992273, Ambulance -7230036088, Route Patrol-7230036093",1033108,"Mangalwad , Chittorgarh (Raj.) / 01470-246007",Sh. Harish Chandra / 8130006147,PIU Udaipur,RO Jaipur,Sh.  Mahendra Pal Singh,Sh.  S.A Khan / 9827021484,"1)Shreeji Hospital Udaipur Rd Dabok, Rajasthan , 2)Alokik Hospital Rebariyon Ka Gurha, Rajasthan Ph.:098295 99888",21-Aug-2012 (Sr No. - S.O.1930(E) and 896(E) Dated 26.03.2014),01-Aug-2005,2008 as amended with transition,216.33,42898.88   (After Discounting)   (For Entire Project Stretch) As on :31-Dec-2016,15.11.2015  -  15.11.2016 operational in Extended,60000,29343 As on : 30-Jan-2017,NA As on : 31-Dec-2016,M/s Prakash Asphaltings & Toll Highways (India) Ltd,Bhagwat Singh Rathore / 8130007143,140.00,210.00,4705.00,70.00,230.00,340.00,7605.00,115.00,480.00,715.00,15930.00,240.00,520.00,780.00,17380.00,260,750.00,1125.00,24985.00,375.00,750.00,1125.00,24985.00,375.00,910.00,1370.00,30415.00,455.00
137,,,,,,,,,under upgradation from 4 Laning to 6 Laning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5727,Balotara Sanderao Section of NH 325 from Km 16.200 to Km 91.600,55.430 km Km(s),08-Mar-2024,31-Mar-2025,Toll rates due for revision w.e.f : 31 Mar 2025,0,0,0,Toll rates due for revision w.e.f : 31 Mar 2025,"Crane-1033, Ambulance -1033, Route Patrol-1033",1033,0 / 0,Sh. Jitender Choudhary / 8130006154,PIU Jaisalmer,RO Jaipur,NA,NA / 0,0,05-Jul-2020 (Sr No. - S.O. 2283(E)),26-Mar-2021,Fee rules 2008,310.60,NA (For Entire Project Stretch) As on :26-Mar-2021,NA,NA,NA As on : 26-Mar-2021,NA As on : 26-Mar-2021,IISKAM Infra Pvt. Ltd.,Mr. Islam Khan / 8130007101,55.00,85.00,1875.00,30.00,90.00,135.00,3025.00,45.00,190.00,285.00,6345.00,95.00,210.00,310.00,6920.00,105.00,300.00,450.00,9945.00,150.00,300.00,450.00,9945.00,150.00,365.00,545.00,12110.00,180.00
6737,72.915 KMS,24.86 Km(s),01-Apr-2023,31-Mar-2024,,NA,1 Nos.,4 Nos.,,"Crane-7073222670, Ambulance -7073222670, Route Patrol-7073222670",8094410071,Police Station Badi / 8094410071,Sh. BL Bheniya / 9166099912,SE PWD NH Jodhpur,MORTH Jaipur,Mr. Sunil Kumar,Sh. Sandeep Taunk / 9460693908,Govt. Hospital Nimbahera,14-Aug-2015 (Sr No. - 9),15-Aug-2015,NA,511.21,NA (For Entire Project Stretch) As on :19-Oct-2023,20,NA,2748 As on : 19-Oct-2023,24550 As on : 01-Oct-2030,Chetak Tollways Ltd.,Mr. Lakhan Singh Gurjar / 9782321882,20.00,30.00,710.00,10.00,35.00,50.00,1150.00,15.00,70.00,110.00,2405.00,35.00,80.00,120.00,2625.00,40.00,115.00,170.00,3775.00,55.00,115.00,170.00,3775.00,55.00,140.00,205.00,4595.00,70.00
4540,Kota Bypass  Cable Stayed Bridge,41.8512 Km  Km(s),03-Jun-2024,31-Mar-2025,Toll rates due for revision w.e.f : 31 Mar 2025,,,,Toll rates due for revision w.e.f : 31 Mar 2025,"Crane-7357707484, Ambulance -7426996777, Route Patrol-07023264417 9024507123",1033,R.K. Puram Kota / 07442350768,Sh.Sandeep Agarwal......sandeepagrawalnhai.org / 8130006149,PIU Kota,RO Jaipur,Mr. Shanti Lal Jain,Sh. Navratan Khinchi / 9425926300,Medical College Kota 07442470674,30-Jan-2018 (Sr No. - 440 ( E)),18-Mar-2018,NA,313.63,144538685.00 (For Entire Project Stretch) As on :19-Sep-2018,NA,NA,9989 As on : 17-Apr-2018,9989 As on : 17-Apr-2018,Ms KG Associates,Toll AgencyMs Jai Singh  Co. / 0,80.00,120.00,2650.00,40.00,130.00,195.00,4280.00,65.00,270.00,405.00,8970.00,135.00,295.00,440.00,9785.00,145.00,420.00,635.00,14065.00,210.00,420.00,635.00,14065.00,210.00,515.00,770.00,17125.00,255.00
458,Gomti Churaha - Udaipur,Km 45.000 Km(s),03-Jun-2024,31-Mar-2025,"Monthly pass applicable for local non-commercial vehicles: Rs.330/- at Radius of  20 Km.The Concessionaire shall issue  50 or more one way tickets at a discounted rate equivalent to 2/3rd of the fee payable during the period of one month form the date of payment of fee. The amount indicated is for monthly pass for 50 one way trips. However, if any person asks more than 50 trips during a period of one month,the Concessionaire shall be required to issue such tickets at a discounted rate as above.",2,2,2,Toll rates due for revision w.e.f : 31 Mar 2025,"Crane-7300051513, Ambulance -9119124261, Route Patrol-7300051514",18001201155,DELWARA / 2953289338,Sh. Harish Chandra / 8130006147,PIU Udaipur,RO Jaipur,Sh. Ranjeet Sxsena,Sh. Arvind Singh / 7230867777,DELWARA GOV.HOSPITAL,18-Sep-2014 (Sr No. - S.O.2443(E)),04-Nov-2015,2008 as amended,NA,77.24 (For Entire Project Stretch) As on :31-Dec-2016,18.04.2013-17.04.2040,NA,25615 As on : 27-Mar-2017,NA As on : 31-Dec-2016,M/s Shreenathji-Udaipur Tollway Pvt Ltd,0 / 8130007154,160.00,235.00,5260.00,80.00,245.00,365.00,8160.00,120.00,500.00,750.00,16675.00,250.00,550.00,820.00,18270.00,275,765.00,1145.00,25480.00,380.00,765.00,1145.00,25480.00,380.00,980.00,1470.00,32625.00,490.00
5908,MANOHARPUR TO DAUSA,62.318 KM Km(s),03-Jun-2024,31-Mar-2025,Toll rates due for revision w.e.f : 31 Mar 2025,0,0,0,Toll rates due for revision w.e.f : 31 Mar 2025,"Crane-1033, Ambulance -1033, Route Patrol-1033",1033,0 / 0,Sh.Ajay Kumar Arya / 8130006146,PIU Jaipur,RO Jaipur,THEME Eng. Pvt. Ltd,NA / 0,0,03-Oct-2018 (Sr No. - 0),03-Oct-2018,Fee rules 2008,198.21,364875.00 (For Entire Project Stretch) As on :11-May-2022,NA,6,2806 As on : 11-May-2022,2900 As on : 10-May-2022,M/s ESPAN Infrastructure Ltd.,Mr.Rakesh Jat Piprali / 8130007064,60.00,90.00,2020.00,30.00,100.00,145.00,3265.00,50.00,205.00,310.00,6840.00,105.00,225.00,335.00,7460.00,110,320.00,485.00,10725.00,160.00,320.00,485.00,160.00,10725.00,390.00,585.00,13055.00,195.00
5867,From Km 250.00 to Km 296.070,Km. 82.870 Km(s),03-Jun-2024,31-Mar-2025,Toll rates due for revision w.e.f : 31 Mar 2025,0,1 (290.000),0,Toll rates due for revision w.e.f : 31 Mar 2025,"Crane-9079783409, Ambulance -1033, Route Patrol-1033",1033,KARWAR / 9414298100,Sh. Gajendra Pal Singh Chauhan / 8130006148,PIU Jodhpur,RO Jaipur,Mr. S. K. Suman,Ramesh Hadiya / 9982760183,BAORI,24-Feb-2019 (Sr No. - 0),11-Mar-2019,Fee rules 2008,379.61,NA (For Entire Project Stretch) As on :11-Mar-2019,NA,NA,NA As on : 11-Mar-2019,NA As on : 11-Mar-2019,Ms Inderdeep Construction Company,Sh. Arshad Shaikh / 8130007074,70.00,105.00,2350.00,35.00,115.00,170.00,3790.00,55.00,240.00,360.00,7945.00,120.00,260.00,390.00,8670.00,130.00,375.00,560.00,12460.00,185.00,375.00,560.00,12460.00,185.00,455.00,685.00,15170.00,230.00
6736,44.082 KMS,13.850 Km(s),01-Apr-2023,31-Mar-2024,,NA,1 Nos.,2 Nos.,,"Crane-7073222660, Ambulance -108, Route Patrol-7073222660",100,Nimbahera Kotwali / 01477 220037,Sh. BL Bheniya / 9166099912,SE PWD NH Jodhpur,MORTH Jaipur,MR.SUNIL KUMAR,Sh. Sandeep Taunk / 9460693908,Civil Hospital 01477  223137,14-Aug-2015 (Sr No. - 9),15-Aug-2015,NA,511.21,NA (For Entire Project Stretch) As on :19-Sep-2023,20,NA,6946 As on : 19-Sep-2023,24550 As on : 01-Oct-2030,Chetak Enterprises Ltd.,CAPT.Ramwtar singh Gujar / 7073222660,30.00,45.00,330.00,15.00,50.00,70.00,1600.00,25.00,100.00,150.00,3350.00,50.00,110.00,165.00,3655.00,55.00,160.00,235.00,5250.00,80.00,190.00,290.00,6393.00,95.00,190.00,290.00,6390.00,95.00
6733,Jodhpur To Pali Section,39.75  Km(s),01-Apr-2023,31-Mar-2024,,Dalpatgarh at Km350.550 on LHS,1 Nos.,2 Nos.,,"Crane-9001901234, Ambulance -7728891875, Route Patrol-7728891869",108,Rohat / 02936268100,Mr. Nemichand Sharma / 9460435205,SE PWD NH Jodhpur,MORTH Jaipur,S.L.B Mathur,Mr. P. Muthu Kumar / 9737885658,Rohat  02936 268375,29-Apr-2014 (Sr No. - 1164),01-Nov-2014,NA,423.00,236.84 (For Entire Project Stretch) As on :30-Sep-2023,25,60000,10484 As on : 01-Sep-2023,35938 As on : 01-Jan-2030,Jodhpur Pali Expressway Pvt Ltd,Muthu Kumar / 9737885658,55.00,85.00,1895.00,30.00,90.00,140.00,3060.00,45.00,190.00,290.00,6415.00,95.00,210.00,315.00,6995.00,105.00,300.00,455.00,10055.00,150.00,300.00,455.00,10055.00,150.00,365.00,550.00,12245.00,185.00
478,Bagundi - Barmer (km 254.800 to km 328.900),61.938 Km(s),08-Mar-2024,31-Mar-2025,"Monthly pass applicable for locale non-commercial vehicles :Rs.340/-(with in 20 km).The Concessionaire shall issue  50 or more one way tickets at a discounted rate equivalent to 2/3rd of the fee payable during the period of one month form the date of payment of fee. The amount indicated is for monthly pass for 50 one way trips. However, if any person asks more than 50 trips during a period of one month,the Concessionaire shall be required to issue such tickets at a discounted rate as above.",NA,282.900,NA,Toll rates due for revision w.e.f : 31 Mar 2025,"Crane-9414892389, Ambulance -8769491033, Route Patrol-7851944080",1033  8003760041,Police Station Nagana / 9001995499,Sh. Jitender Choudhary / 8130006154   9414701568,PIU Jaisalmer,RO Jaipur,Mr. M.M. Fulwari,Munesh Dubey / 9079608233,Govt Hospital Barmer,17-Jan-2017 (Sr No. - S.O. 168 (E)),28-Jan-2017,2008 as amended,239.31,6348000.00 (For Entire Project Stretch) As on :14-Mar-2017,03 Months,NA,3200 As on : 01-Mar-2017,NA As on : 01-Mar-2017,Ms Sunil Kumar Yadav,Mr.Manoj Kumar / 8130007043,70.00,105.00,2390.00,35.00,115.00,175.00,3860.00,60.00,245.00,365.00,8085.00,120.00,265.00,395.00,8820.00,130.00,380.00,570.00,12680.00,190.00,380.00,570.00,12680.00,190.00,465.00,695.00,15435.00,230.00
