sr_no,state,nh_no,toll_plaza_name,toll_plaza_location,section_stretch,tollplazaid,latitude,longitude,place_id,address_partial_match,toll_plaza_id,stretch,tollable_length,fee_effective_date,due_date_of_toll_revision,concessions,rest_areas,truck_lay_byes,static_weigh_bridge,announcement,helpline_no,emergency_services,nearest_police_station,highway_administrator_project_director,project_implementation_unit_piu,regional_office_ro,representative_of_consultant,representative_of_concessionaire,nearest_hospital_s,date_of_fee_notification,commercial_operation_date,fee_rule,capital_cost_of_project_in_rs_cr,cumulative_toll_revenue_in_rs_cr,concessions_period,design_capacity_pcu,traffic_pcu_day,target_traffic_pcu_day,name_of_concessionaire_omt_contractor,name_contact_details_of_incharge,car_jeep_van_single_journey,car_jeep_van_return_journey,car_jeep_van_monthly_pass,car_jeep_van_commercial_vehicle_reg_in_district,lcv_single_journey,lcv_return_journey,lcv_monthly_pass,lcv_commercial_vehicle_reg_in_district,bus_truck_single_journey,bus_truck_return_journey,bus_truck_monthly_pass,bus_truck_commercial_vehicle_reg_in_district,upto_3_axle_vehicle_single_journey,upto_3_axle_vehicle_return_journey,upto_3_axle_vehicle_monthly_pass,upto_3_axle_vehicle_commercial_vehicle_reg_in_district,_4_to_6_axle_single_journey,_4_to_6_axle_return_journey,_4_to_6_axle_monthly_pass,_4_to_6_axle_commercial_vehicle_reg_in_district,hcm_eme_single_journey,hcm_eme_return_journey,hcm_eme_monthly_pass,hcm_eme_commercial_vehicle_reg_in_district,_7_or_more_axle_single_journey,_7_or_more_axle_return_journey,_7_or_more_axle_monthly_pass,_7_or_more_axle_commercial_vehicle_reg_in_district
764,Rajasthan,NH-911,Riasinghnagar(Thakri) and Patroda Toll Plaza,12 MD and 42NP,102.500 Km to 163.00 Km,5993,27.0238036,74.21793260000001,ChIJNw7j9_o-ajkR5YjABkWbK7U,True,5993,102.500 Km to 163.00 Km,Design Ch. 101.00 to Design Ch 263.46 Km(s),01-Apr-2025,31-Mar-2026,NA,NA,1 Nos.,4 Nos.,NA,"Crane-8003199514, Ambulance -8003199514, Route Patrol-8003199514",1033,Ghadsana Police Station / 9829058196,Sh. P.R. Yadhuvanshi / 8130006153,PIU Bikaner,RO Jaipur,Sh. Rajesh Kumar,Sh.  Raj Kumar Jashuja / 7300047515,Gov Hospital Ghadsana,01-Apr-2023 (Sr No. - ),28-May-2023,Fee rules 2008,907.84,500000.00 (For Entire Project Stretch) As on :08-May-2023,08.10.2024 to 08.01.2025,NA,2387 As on : 08-May-2023,2700 As on : 15-May-2023,CORAL   Associate,Hariom singh / 8130007106,45.00,70.00,1485.00,20.00,75.00,110.00,2395.00,35.00,155.00,235.00,5020.00,75.00,170.00,255.00,5475.00,80.00,245.00,365.00,7870.00,120.00,300.00,365.00,7870.00,120.00,300.00,445.00,9585.00,145.00
765,Rajasthan,758,Rupa Kheda,Km 18.000,Rajsamand Bhilwara,1478,25.1105677,73.98815499999999,ChIJZTYKSP9oaDkR7EEbrN3dTWI,True,1478,Rajsamand  Bhilwara,47.150 Km(s),01-Apr-2025,31-Mar-2026,NA,NA,NA,NA,NA,"Crane-, Ambulance -, Route Patrol-",NA,/,Sh. Harish Chandra / 8130006147,PIU Udaipur,RO Jaipur,NA,/,NA,01-Apr-2016 (Sr No. - S.O. 1283(E)),01-Jan-2017,2008 as amended,NA,NA (For Entire Project Stretch) As on :01-Jan-2017,NA,NA,NA As on : 01-Jan-2017,NA As on : 01-Jan-2017,Ms Bhilwara Rajsamand Tollway Pvt. Ltd.,Raj Kumar Gupta / 8130007161,75.00,115.00,2555.00,40.00,125.00,185.00,4130.00,60.00,260.00,390.00,8655.00,130.00,285.00,425.00,9440.00,140,405.00,610.00,13570.00,205.00,405.00,610.00,13570.00,205.00,495.00,745.00,16520.00,250.00
766,Rajasthan,NH27,Sakatpura(LHS)(Staggered),Km. 1055.217 Km. 1059.350,Kota Bypass Cable Stayed Bridge,4539,28.0192124,76.4961038,ChIJf28KACRVDTkRIz5ceTEUaKs,True,4539,Kota Bypass  Cable Stayed Bridge,41.8512 Km.  Km(s),01-Apr-2025,31-Mar-2026,NA,NA,NA,NA,NA,"Crane-7905436281, Ambulance -9610580250  9950642155   7023230723, Route Patrol-7088311926",1033,R. K. Puram police Station Kota / 07442350777 07442350778,Sh.Sandeep Agarwal / 8130006149,PIU Kota,RO Jaipur,Sh. Amresh Kumar Singh,Sh. Pradeep Yadav / 8839643996,Medical College Kota 07442470674,30-Jan-2018 (Sr No. - 440 ( E)),18-Mar-2018,NA,313.63,144538685.00 (For Entire Project Stretch) As on :19-Sep-2018,NA,NA,9989 As on : 17-Apr-2018,9989 As on : 17-Apr-2018,Ms Ridhi Sidhi Housing Pvt. Ltd.,Mr. Lakhpat Singh / 9929143496,80.00,125.00,2745.00,40.00,135.00,200.00,4435.00,65.00,280.00,420.00,9290.00,140.00,305.00,455.00,10135.00,150,435.00,655.00,14565.00,220.00,435.00,655.00,14565.00,220.00,530.00,800.00,17735.00,265.00
767,Rajasthan,11,Salasar,Km 23.950,Bikaner to Phalodi,4572,28.0082235,73.1261091,ChIJ9Wa2T1XBPzkRmKwuJgGyJWA,True,4572,Bikaner to Phalodi,Km 4.200 to Km 55.250 Km(s),01-Apr-2025,31-Mar-2026,NA,1,2,2,NA,"Crane-9284002493, Ambulance -9284002497, Route Patrol-9284002495",18001806618,Nal / 01512886725,Sh. Piyush Ranjan Yaduvanshi / 8130006153,PIU Bikaner,RO Jaipur,CEG Bikaner,Sh. Pardeep Kumar / 8384981400,Nal 8696536315,27-Mar-2019 (Sr No. - S.O.801(E)),20-Feb-2019,2008,844.00,24267433.00 (For Entire Project Stretch) As on :31-Mar-2019,26,60000,3960 As on : 31-Mar-2019,14415 As on : 01-Apr-2024,Ircon PB Tollway Limited,Sh. Pravin Kumar / 8130007168,80.00,115.00,2495.00,35.00,125.00,190.00,4030.00,60.00,260.00,395.00,8445.00,125.00,285.00,430.00,9215.00,140,410.00,615.00,13245.00,200.00,500.00,615.00,13245.00,200.00,500.00,750.00,16125.00,240.00
768,Rajasthan,754A,Sangana,Sangana,Amritsar Jamnagar Economic Corridor,6715,25.396298,72.1140526,ChIJo2QvBhSDQzkRYPk5O0kRAH8,False,6715,Amritsar Jamnagar Economic Corridor,28 km Km(s),03-Jun-2024,31-Mar-2025,NA,NA,NA,NA,NA,"Crane-1033, Ambulance -1033, Route Patrol-1033",1033,/,Sh.Gajendra Singh Chouhan / 8130006148,PIU Jodhpur,RO Jaipur,Ms Chaitaniya Consutancy,Sang Singh / 7470495224,NA,14-Nov-2023 (Sr No. - 5308(A)),04-Sep-2023,NA,NA,NA (For Entire Project Stretch) As on :04-Sep-2023,NA,NA,NA As on : 04-Sep-2023,NA As on : 04-Sep-2023,Ms NG PROJECTS LIMITED,Rana Bhai Bheda / 8130007136,30.00,45.00,1045.00,NA,50.00,75.00,1685.00,NA,105.00,160.00,3530.00,NA,115.00,175.00,3850.00,NA,165.00,250.00,5535.00,NA,165.00,250.00,5535.00,NA,200.00,305.00,6740.00,NA
769,Rajasthan,911 911A,Seora,167.7,212.107 kms,5736,27.5941985,72.35479149999999,ChIJwzkAWMdgPzkRlRfPeasFPoE,True,5736,212.107 kms,57.25 Km(s),01-Apr-2025,31-Mar-2026,NA,0,0,0,NA,"Crane-1033, Ambulance -1033, Route Patrol-1033",1033,NAukh / 2917232010,Sh. Piyush Ranjan Yaduvanshi / 8130006153,PIU Bikaner,RO Jaipur,TPFGetinsa eurostudios SL. In Assosiation with St,Mr.Pawan kumar / 9996603333,PHC Nokh,27-Mar-2021 (Sr No. - 4824),17-Apr-2021,Fee rules 2008,895.00,NA (For Entire Project Stretch) As on :27-Mar-2021,15,NA,NA As on : 27-Mar-2021,NA As on : 27-Mar-2021,Ms.Preetee Bulder,Ramendra singh / 8130007099,70.00,105.00,2245.00,35.00,115.00,170.00,3630.00,55.00,235.00,355.00,7605.00,115.00,260.00,385.00,8295.00,125.00,370.00,55.00,11925.00,180.00,450.00,55.00,11925.00,180.00,450.00,675.00,14520.00,220.00
770,Rajasthan,8,Shahjahanpur,Km 115.000,Gurgaon - Kotputli - Jaipur,213,27.9998994,76.43056709999999,ChIJyThbSsqqEjkRe9vaZ8fVchM,True,213,Gurgaon - Kotputli - Jaipur,119.800 Km(s),01-Apr-2025,31-Mar-2026,NA,0,0,0,NA,"Crane-1033, Ambulance -1033, Route Patrol-1033",1033,Shajahnapur / 01494-235231,Sh.Ajay Kumar Arya / 8130006146,PIU Jaipur,RO Jaipur,NA,NA / 0,1)Getwell Hospital NH  8 Neemrana Ph.098296 34353 (2)Sunrise Hospital Shahjahanpur Rajasthan (3)S.S. Hospital Chaubara Rajasthan,23-Mar-2009 (Sr No. - SO NO. 815(E)),15-Mar-2002,1997,3678.00,830.96 (For Entire Project Stretch) As on :31-Dec-2016,03.04.2009-02.04.2021,90000,77559 As on : 03-Feb-2016,79835 As on : 10-Apr-2018,Prakash Asphalting & Toll Highways (India) Ltd.,Mr. Sanjay kumar / 8130007108,200.00,295.00,6800.00,100.00,320.00,480.00,10665.00,160.00,670.00,1005.00,22340.00,335.00,730.00,1095.00,24375.00,365.00,1050.00,1575.00,35035.00,525.00,1015.00,1525.00,33835.00,510.00,1280.00,1920.00,42655.00,640.00
771,Rajasthan,58 (Old 65),Shobhasar,144.500,Rajasthan Border Fatehpur Salasar section,4483,27.7752774,74.7217445,ChIJRfJdnPBMazkREaEsCuJT9_g,True,4483,Rajasthan Border Fatehpur Salasar section,39.272 Km(s),10-Oct-2024,31-Mar-2026,NA,134.469,134.469,In progress at Both side of Toll Plaza,NA,"Crane-1033, Ambulance -1033, Route Patrol-1033",1033,Sujangarh / 01568220066,Sh.Ajay Kumar Arya / 8130006146,PIU Jaipur,RO Jaipur,Mr. B.R. Jangid,NA / 0,Government Bagariya Hospital Sujangarh 01568220474,10-Apr-2015 (Sr No. - 988 (E)),20-May-2017,2008 amended,530.07,11.19 (For Entire Project Stretch) As on :31-Dec-2018,30,60000,5247 As on : 30-Sep-2017,15133 As on : 01-Oct-2023,M/s Salasar Highways PVt. Ltd.,Mr. Susheel Sharma / 8130007165,55.00,80.00,1835.00,25.00,90.00,135.00,2960.00,45.00,185.00,280.00,6205.00,95.00,205.00,305.00,6765.00,100.00,290.00,440.00,9730.00,145.00,290.00,440.00,9730.00,145.00,355.00,535.00,11845.00,180.00
772,Rajasthan,NH 113 old,Sidhpura Toll Plaza,TP 70,72.915 KMS,6731,24.0940171,74.7523623,ChIJn30KtFyIZjkRDAgC-aYqVnw,True,6731,72.915 KMS,39.675 Km(s),01-Apr-2023,31-Mar-2024,NA,NA,1 Nos.,3 Nos.,NA,"Crane-7073222680, Ambulance -7073222680, Route Patrol-7073222680",01478255610,DHAMOTTAR POLICE STATION / 01478255610,Sh. BL Bheniya / 9166099912,SE PWD  NH Bikaner,MORTH Jaipur,MR. SUNIL KUMAR,Sh. Sandeep Taunk / 9460693908,DISTRICT HOSPITAL PRATAPGARH 9460488293  05342220555,14-Aug-2015 (Sr No. - 9),15-Aug-2015,NA,511.21,234700.00 (For Entire Project Stretch) As on :19-Oct-2023,NA,NA,2559 As on : 19-Oct-2023,NA As on : 19-Oct-2023,CHETAK TOLLWAYS LIMITED,Mr. MAHESH KUMAR SHARMA SR. TOLL MANAGER / 8239473184,35.00,55.00,1215.00,20.00,60.00,90.00,1965.00,30.00,125.00,185.00,4120.00,60.00,135.00,200.00,4495.00,65.00,195.00,290.00,6560.00,95.00,195.00,290.00,6560.00,95.00,235.00,355.00,7865.00,120.00
773,Rajasthan,11,Sikandra,Km 156.600,Mahua - Jaipur (Km 120.000 to Km 228.000),179,26.9444738,76.5574986,ChIJCWtup3lzcjkRm_WrbZczakk,False,179,Mahua - Jaipur (Km 120.000 to Km 228.000),54.729 kms Km(s),01-Jul-2024,30-Jun-2025,NA,0,"Km 136.350, 162.550 & 168.350",Under Progress,NA,"Crane-9887200100, Ambulance -9887200100, Route Patrol-9887200100",1033,Sikandra / 01420 - 241006,Sh. Balbir Singh Yadav / 8130006151,PIU Dausa,RO Jaipur,Sh.  Ramesh Goyal,Smt. Vasundhara Peddapalle / 09829052895 08823908028,"1)Shubhi Pulse Hospital & Trauma Center Agra Road, Near Saras Dairy, ,303303 Dausa, Rajasthan Ph.:094140 35277 ,2)SHUBHI pulse hospital MDR48 Santhali Dausa, Rajasthan",22-Jan-2008 (Sr No. - 128 (E)),31-Mar-2008,1997,483.00,603.93 (For Entire Project Stretch) As on :31-Dec-2016,23.03.2006-20.03.2031,65,37574 As on : 24-Mar-2017,28517 As on : 11-Feb-2016,M/s Jaipur Mahua Tollway Pvt Ltd,Mukesh sharma / K.Ravi / 8130007149,80.00,NA,NA,40.00,140.00,NA,NA,70.00,275.00,NA,NA,140.00,445.00,NA,NA,220.00,445.00,NA,NA,220.00,445.00,NA,NA,220.00,445.00,NA,NA,220.00
774,Rajasthan,27,Simliya Toll Plaza,Km 409.680,Kota - Baran Section,17,25.1699842,76.130611,ChIJc52ZyorybzkRK2Ae2uwcyjA,False,17,Kota - Baran Section,42.680 Km(s),01-Apr-2025,31-Mar-2026,NA,NA,"1088.000 (RHS), 1114+000 (LHS)","1101.200 (RHS), 1101+800 (LHS),",NA,"Crane-8003334643, Ambulance -9929882766, Route Patrol-9602569635",1033,Simaliya / 07455-222326,Sh.Sandeep Agarwal / 8130006149,PIU Kota,RO Jaipur,Sh.  N.K Sethi,Ms Ashmi Road Carrier Pvt. Ltd. / 9356457209,"1)Govt. Hospital , Anta Hospital, Anta , 2)Pmo sub-store , Govt. District hospital baran 3, Hospital Rd Baran, Rajasthan Ph.:07453 230 004",27-Jun-2011 (Sr No. - 1463(E)),09-Sep-2009,2008,359.94,63.75 (For Entire Project Stretch) As on :31-Dec-2016,17.09.2011-16.09.2020,NA,12970 As on : 16-Dec-2015,3232 As on : 16-Feb-2017,Ms Ashmi Road Carrier Pvt. Ltd.,Mr. Jasveer singh / 8130007065,90.00,135.00,3045.00,45.00,150.00,220.00,4920.00,75.00,310.00,465.00,10310.00,155.00,335.00,505.00,11250.00,170,485.00,730.00,16170.00,245.00,485.00,730.00,16170.00,245.00,590.00,885.00,19685.00,295.00
775,Rajasthan,754A,Sirmandi,Sirmandi (jodhpur),Amritsar Jamnagar Economic Corridor,6709,26.7869257,72.8197321,ChIJEWb7RwCtQTkRhFf_8C67Vnk,False,6709,Amritsar Jamnagar Economic Corridor,28 km Km(s),03-Jun-2024,31-Mar-2025,NA,NA,NA,NA,NA,"Crane-1033, Ambulance -1033, Route Patrol-1033",1033,/,Sh.Gajendra Singh Chouhan / 8130006148,PIU Jodhpur,RO Jaipur,Ms SA Infra,Vinod choudhary /,NA,14-Nov-2022 (Sr No. - 5308(A)),04-Sep-2023,NA,NA,NA (For Entire Project Stretch) As on :04-Sep-2023,NA,NA,NA As on : 04-Sep-2023,NA As on : 04-Sep-2023,Ms NKC Projects Private Limited,Satyam Singh / 8130007130,45.00,65.00,1470.00,NA,70.00,105.00,2375.00,NA,150.00,225.00,4975.00,NA,165.00,245.00,5430.00,NA,235.00,350.00,7805.00,NA,235.00,350.00,7805.00,NA,285.00,430.00,9500.00,NA
776,Rajasthan,148 C,Sitarampura,km 30.520,Tonk Road to Ajmer Road,5675,26.7474211,75.76874250000002,ChIJB6t8NV7LbTkROI4SSZm_hI8,False,5675,Tonk Road to Ajmer Road,28.131 Km(s),01-Apr-2025,31-Mar-2026,NA,0,0,0,NA,"Crane-1033, Ambulance -1033, Route Patrol-1033",1033,Sadar ThaNA / 9413380427,Sh.Ajay Kumar Arya / 8130006146,PIU Jaipur,RO Jaipur,Mr. KSN Reddy,NA / 0,Bagra Hospital Sanganer Jaipurand Mahatma Gandhi Hospital Jaipur,01-Aug-2019 (Sr No. - 0),13-Nov-2020,as per Notifictaion issued in 2010,1216.67,NA (For Entire Project Stretch) As on :03-Jan-2021,NA,NA,15000 As on : 03-Mar-2021,22000 As on : 17-Mar-2021,Noor Mohammad,Mr. Santosh / 8130007095,65.00,95.00,2095.00,30.00,100.00,150.00,3385.00,50.00,215.00,320.00,7095.00,105.00,230.00,350.00,7740.00,115.00,335.00,500.00,11125.00,165.00,335.00,500.00,11125.00,165.00,405.00,610.00,13545.00,205.00
777,Rajasthan,62,SixML,229.100,Suratgarh Sriganganagar,4480,29.8106211,73.8755075,ChIJ62Z5sCdLFjkRVFraqL2LQgA,True,4480,Suratgarh Sriganganagar,68.0988 Km(s),01-Apr-2025,31-Mar-2026,The rates for monthly pass applicable for local non-commercial vehicle residing within a distance of 20 km from the above toll plaza for the year 2025-26 shall be Rs.350/- .,NA,NA,NA,NA,"Crane-8290076275, Ambulance -9928270872, Route Patrol-9828800301",1033,CHUNAWADH / 01542763021,Sh. Piyush Ranjan Yaduvanshi / 8130006153,PIU Hanumangarh,RO Jaipur,NA,/,Sriganganagar,06-Dec-2016 (Sr No. - 3661(E)),20-May-2017,2008 amended,383.40,1.45 (For Entire Project Stretch) As on :07-Jul-2017,NA,NA,206247 As on : 07-Jul-2017,NA As on : 01-Jan-2017,Sh. Rajaram Godara,Sh. Kshitij Kumar Choudhary / 8130007044,80.00,125.00,2740.00,40.00,135.00,200.00,4430.00,65.00,280.00,420.00,9280.00,140.00,305.00,455.00,10120.00,150.00,435.00,655.00,14550.00,220.00,435.00,655.00,14550.00,220.00,530.00,795.00,17715.00,265.00
778,Rajasthan,52,Sonwa (Sonva),Km 105.000,Jaipur- Deoli (new),184,26.1099054,75.7447351,ChIJ9Z_3vUNgbjkRufWF09xFw7A,False,184,Jaipur- Deoli (new),72.210 Km(s),01-Apr-2025,31-Mar-2026,The rate of monthly pass for a person who owns a mechanical vehicle registered for non-commercial purposes and resides within a distance of 20 km from the fee plaza is Rs.350/- for the FY 2025-26.,157.080 (LHS),157.080 (LHS),1+1,NA,"Crane-1033, Ambulance -1033, Route Patrol-1033",1033,Mahendwas Police station / 01432-288668,Sh.Ajay Kumar Arya / 8130006146,PIU Jaipur,RO Jaipur,Sh.  Sanjay Kumar Sinha,NA / 0,"1)Jyoti Kiran Hospital NH 12 Deoli, Rajasthan, 2)Goverment Referral Hospital, Dooni Distt. Tonk Dooni, Rajasthan ,3)Mahi Hospital and Trauma Center 81 Shastri Nagar Tonk, Rajasthan Ph.:01432 244 771",08-Mar-2013 (Sr No. - 594(E)),27-Sep-2013,2008,1733.00,332.77 (For Entire Project Stretch) As on :31-Dec-2016,14.06.2010-13.06.2035,60000,15453 As on : 25-Feb-2017,30344 As on : 10-Jan-2018,M/s IRB Jaipur Deoli Tollway Ltd.,Mr. Deepak Pathak / 8130007152,105.00,160.00,3555.00,NA,170.00,260.00,5740.00,NA,360.00,540.00,12030.00,NA,565.00,850.00,18865.00,NA,565.00,850.00,18865.00,NA,565.00,850.00,18865.00,NA,690.00,1035.00,22965.00,NA
779,Rajasthan,458,Tamdoli,93.500,Nimbijodha Degna Merta City (0.000 139.900),1477,26.8700893,74.2931218,ChIJQWmJmletazkR8HXtJAliixM,False,1477,Nimbijodha  Degna  Merta City (0.000  139.900),Km(s),01-Apr-2025,31-Mar-2026,NA,NA,NA,NA,NA,"Crane-1.03868070672, Ambulance -9251677990, Route Patrol-8555074491",1033,/,Sh. Anil Kumar Khandelwal / 8130006150,PIU Ajmer,RO Jaipur,NA,M/s LNA Infra Projects Private Limited / 8107002500,NA,16-Feb-2017 (Sr No. - S.O.  478(E)),01-Apr-2017,2008,NA,NA (For Entire Project Stretch) As on :01-Apr-2017,NA,NA,NA As on : 01-Apr-2017,NA As on : 01-Apr-2017,T.Suryanarayana Reddy,Vidhayadhar Bhaker / 8130007051,65.00,100.00,2210.00,35.00,105.00,160.00,3565.00,55.00,225.00,335.00,7470.00,110.00,245.00,365.00,8150.00,120.00,350.00,525.00,11715.00,175.00,350.00,525.00,11715.00,175.00,430.00,640.00,14265.00,215.00
780,Rajasthan,62,Tankla,Km 203.966,From Km 180.500 to Km 250.00,5866,27.0132752,73.5004077,ChIJA4JfWJeBajkRHZST-Xq44es,False,5866,From Km 180.500 to Km 250.00,Km. 69.5 Km(s),01-Apr-2025,31-Mar-2026,NA,01 (Km 203966),01 (Km 245135),0,NA,"Crane-9602424455, Ambulance -9521076566, Route Patrol-8890124754",1033,Khimsar / 0,Sh. Gajendra Pal Singh Chauhan / 8130006148,PIU Jodhpur,RO Jaipur,Mr. S. K. Suman,Mr. Sohan Kumar / 7073459651,0,24-Feb-2019 (Sr No. - 0),07-Mar-2019,Fee rules 2008,301.97,NA (For Entire Project Stretch) As on :07-Mar-2019,22.03.2022-22.03.2023,NA,NA As on : 07-Mar-2019,NA As on : 07-Mar-2019,Ms Coral Associates,Sumit Tak / 8130007073,55.00,80.00,1750.00,25.00,85.00,125.00,2830.00,40.00,180.00,265.00,5925.00,90.00,195.00,290.00,6465.00,95,280.00,420.00,9290.00,140.00,280.00,420.00,9290.00,140.00,340.00,510.00,11310.00,170.00
781,Rajasthan,52,Tatiyawas,Km 257.00,Jaipur-Reengus,129,27.0897662,75.7415489,ChIJ1z5adIutbTkRlHi7eIJ0fL0,False,129,Jaipur-Reengus,51.842 Km(s),01-Apr-2025,31-Mar-2026,NA,0,At Km 271.00 (LHS) and Km 281.900 (RHS),Yes,NA,"Crane-7056671091, Ambulance -9829940911, Route Patrol-8290566110",1033,Chomu Police Station / 1423220009,Sh. Ajay Kumar Arya / 8130006146,PIU Jaipur,RO Jaipur,Ranbir Singh punia,Ajeet Kumar / 7668986962,1) S.K Soni Hospital Jaipur0141513939 2)Government Hospital Chomu. 01423221424,16-May-2012 (Sr No. - 1122(E)),15-Jul-2013,2008,267.81,249.25 (For Entire Project Stretch) As on :31-Mar-2019,24.03.2024 to 24.03.2025,25410,35989 As on : 02-Aug-2016,35663 As on : 01-Oct-2020,Riddhi Siddhi Associates,Ajeet Kumar / 8130007117,80.00,120.00,2625.00,NA,125.00,190.00,4240.00,NA,265.00,400.00,8885.00,NA,420.00,625.00,13930.00,NA,420.00,625.00,13930.00,NA,420.00,625.00,13930.00,NA,510.00,765.00,16960.00,NA
782,Rajasthan,8,Thikariya (Jaipur),Km 286.700,Jaipur - Kishangarh,182,26.853538,75.6293796,ChIJJaSqUC5KbDkRlFGug2lwFlw,True,182,Jaipur - Kishangarh,55.875 Km(s),01-Apr-2025,31-Mar-2026,NA,Not Applicable,20 Nos.,Change of Scope awaited from NHAI,NA,"Crane-1033, Ambulance -1033, Route Patrol-1033",1033,Police Station Bagru / 0141-2865422,Sh.Ajay Kumar Arya / 8130006146,PIU Jaipur,RO Jaipur,NA,NA / 0,"1) SMS Hospital, Jaipur ,2) Bohra Hospital, Bagru",01-Dec-2003 (Sr No. - 1457(E)),09-Apr-2005,1997,614.50,2329.24 (For Entire Project Stretch) As on :31-Dec-2016,17.03.2003-16.03.2023,NA,92678 As on : 02-Apr-2017,NA As on : 31-Dec-2016,Ms Skylark Infra Engineering Pvt Ltd,Mr. Arvind / 8130007144,95.00,145.00,3240.00,50.00,155.00,235.00,5235.00,80.00,330.00,495.00,10965.00,165.00,360.00,540.00,11965.00,180.00,515.00,775.00,17195.00,260.00,460.00,690.00,15335.00,230.00,630.00,940.00,20935.00,315.00
783,Rajasthan,709 Extn.,Thirpali Badi,Km 33.850,Rajgarh Harya0 Border of NH709 Extn.,5911,28.3917236,75.55678209999999,ChIJO_4Qt2QaEzkRJiJMKJok9ME,True,5911,Rajgarh Harya0 Border of NH709 Extn.,45.575 Km(s),01-Apr-2025,31-Mar-2026,NA,0,0,2,NA,"Crane-1033, Ambulance -1033, Route Patrol-1033",1033,Hameerwas Police Station / 1559264221,Sh.Ajay Kumar Arya / 8130006146,PIU Jaipur,RO Jaipur,Ms Redecon (India) Pvt. Ltd. in association with P,NA / 0,Birla Sarvajanik HospitalNear Bhagat Singh CirclePilani (Contact No. 01596243241)Birla Sarvajanik HospitalNear Bhagat Singh CirclePilani (Contact No. 01596243241),07-Aug-2020 (Sr No. - S. O. 2588(E)),15-Nov-2021,Fee rules 2008,NA,97.77 (For Entire Project Stretch) As on :12-May-2022,NA,NA,NA As on : 13-May-2022,NA As on : 13-May-2022,Ms Ram Niwas & Company,Mr. Rakesh / 8130007103,40.00,60.00,1385.00,20.00,65.00,100.00,2235.00,35.00,140.00,210.00,4685.00,70.00,155.00,230.00,5110.00,75.00,220.00,330.00,7350.00,110.00,215.00,320.00,105.00,7095.00,270.00,405.00,8945.00,135.00
784,Rajasthan,NH 11,Tidiyasar,SIKAR BIKANER HIGHWAY LTD. Tidiyasar Toll Plaza VPOTidiyasar TehsilRatangarh Dist.Churu( Rajasthan) Pin Code331022,340.188 to 557.775,6728,28.0574669,74.747292,ChIJU959aRC7FDkRDUtZk_9snKI,True,6728,340.188 to 557.775,73 Km(s),01-Apr-2023,31-Mar-2024,NA,1 Nos.,5 Nos.,NA,NA,"Crane-8890204204, Ambulance -8890204204, Route Patrol-8890204204",8890204204,Ratangarh / 01567222040,Mr. Amar Chand Bakolia / 9460385533,SE PWD  NH Bikaner,MORTH Jaipur,Dhruv Consultancy,Mr. Deepak Saini / 8003688246,NA,31-Mar-2023 (Sr No. - 2688),14-Oct-2015,NA,901.37,553707.67 (For Entire Project Stretch) As on :31-Mar-2023,25,NA,5192 As on : 31-Mar-2023,12357 As on : 31-Mar-2024,Sikar Bikaner Highway Limited,Mr. Rajesh Singh / 6378162355,65.00,95.00,2140.00,30.00,105.00,155.00,3455.00,50.00,215.00,325.00,7235.00,110.00,235.00,355.00,7895.00,120.00,340.00,510.00,11350.00,170.00,340.00,510.00,11350.00,170.00,415.00,620.00,13815.00,205.00
785,Rajasthan,11A,Titoli,at km 15.500 (at km. 15.570 existing chainage),83.453,5910,26.7706893,76.3388171,ChIJVWbe-ZLxbTkRhlyN9MOsx_0,True,5910,83.453,km 0.000 to km 83.453 (design chainages) of NH 11A Km(s),01-Apr-2025,31-Mar-2026,NA,NA,NA,04 Nos,NA,"Crane-8502008888, Ambulance -8058278697, Route Patrol-8502008888",1033,NAngal Rajawatan / 9414641978,Sh. Balbir Singh Yadav / 8130006151,PIU Dausa,RO Jaipur,Sh. Arun Kumar Sharma,Mr.Harshvardhan Saharan / 9899666775,PHC NAngal Rajawatan9785171417,02-Aug-2019 (Sr No. - 2742 (E)),17-Feb-2020,Fee rules 2008,881.00,NA (For Entire Project Stretch) As on :17-Feb-2022,1 Years,12,NA As on : 17-Feb-2022,NA As on : 17-Feb-2022,RNR CAB SULUTION PRIVATE LIMTIED,MANOJ / 8130007081,80.00,120.00,2700.00,40.00,130.00,195.00,4360.00,65.00,275.00,410.00,9135.00,135.00,300.00,450.00,9965.00,150.00,430.00,645.00,14325.00,215.00,430.00,645.00,14325.00,215.00,525.00,785.00,17440.00,260.00
